group,subgroup,prompt
sewing_occupations,Corset,A longline corset is ideal for 
sewing_occupations,Corset,"A ""standard"" length corset will stop "
sewing_occupations,Corset,"Some corsets, in very rare instances, "
sewing_occupations,Corset,A shorter kind of corset that 
sewing_occupations,Corset,A corset may also include garters 
sewing_occupations,Corset,"Traditionally, a corset supports the visible "
sewing_occupations,Corset,"At times, a corset cover is "
sewing_occupations,Corset,The original corset cover was worn 
sewing_occupations,Corset,Corsets were not worn next to 
sewing_occupations,Corset,The corset cover was generally in 
sewing_occupations,Corset,Modern corset wearers may wear corset 
sewing_occupations,Corset,Those who lace their corsets tightly 
sewing_occupations,Corset,"A specially designed corset, in which "
sewing_occupations,Corset,"Corsets are held together by lacing, "
sewing_occupations,Corset,"In the Victorian heyday of corsets, "
sewing_occupations,Corset,"However, Victorian corsets also had a "
sewing_occupations,Corset,"If the corset was worn loosely, "
sewing_occupations,Corset,"(If the corset is worn snugly, "
sewing_occupations,Corset,The type of corset and bodice 
sewing_occupations,Corset,Corsets were and are still usually 
sewing_occupations,Corset,"Corsets were originally quilted waistcoats, which "
sewing_occupations,Corset,Corsets began to be made with 
sewing_occupations,Corset,Corsets were one of the first 
sewing_occupations,Corset,Corsets began to be more heavily 
sewing_occupations,Corset,The corsets of the 1850s–1860s were 
sewing_occupations,Corset,Whereas for many corseting was accepted 
sewing_occupations,Corset,This corset was straight in front with 
sewing_occupations,Corset,This style of corset was originally 
sewing_occupations,Corset,However the S-Curve corset became the 
sewing_occupations,Corset,The corset reached its longest length 
sewing_occupations,Corset,"At first, the longline corset reached "
sewing_occupations,Corset,The corset fell from fashion in 
sewing_occupations,Corset,"In this case, the corset is "
sewing_occupations,Corset,Skilled corset makers are available to 
sewing_occupations,Corset,"These included corsets, which were among "
sewing_occupations,Corset,"Since the late 1980s, the corset "
sewing_occupations,Corset,These revivals focus on the corset 
sewing_occupations,Corset,; the costumes featured many corsets 
sewing_occupations,Corset,"It is like an ordinary corset, "
sewing_occupations,Corset,A person wearing a corset dress 
sewing_occupations,Corset,Other types of corset dresses are 
sewing_occupations,Corset,This type of corset and its 
sewing_occupations,Corset,"Like the neck corset, a "
sewing_occupations,Corset,Neck corsets and collars have become 
sewing_occupations,Dressmaker,A dressmaker is a person who 
sewing_occupations,Dressmaker,A dressmaker is also called a 
sewing_occupations,Dressmaker,Dressmaker in this sense is contrasted 
sewing_occupations,Dressmaker,A custom dressmaker specializes in women's 
sewing_occupations,Embroidery,Embroidery is the craft of decorating 
sewing_occupations,Embroidery,Embroidery may also incorporate other materials 
sewing_occupations,Embroidery,"In modern days, embroidery is usually "
sewing_occupations,Embroidery,Embroidery is available with a wide 
sewing_occupations,Embroidery,The art of embroidery has been 
sewing_occupations,Embroidery,Embroidery was a skill marking a 
sewing_occupations,Embroidery,Because embroidery was a sign of 
sewing_occupations,Embroidery,"Embroidery cottage industries, some employing over "
sewing_occupations,Embroidery,The first embroidery machine was the 
sewing_occupations,Embroidery,Counted-thread embroidery patterns are created by 
sewing_occupations,Embroidery,Counted-thread embroidery is more easily worked 
sewing_occupations,Embroidery,Embroidery can also be classified by 
sewing_occupations,Embroidery,Hardanger embroidery is a counted embroidery 
sewing_occupations,Embroidery,"Today, embroidery thread is manufactured in "
sewing_occupations,Embroidery,Ribbon embroidery uses narrow ribbon 
sewing_occupations,Embroidery,"In machine embroidery, different types of "
sewing_occupations,Embroidery,Machine embroidery is used to add 
sewing_occupations,Embroidery,Machine embroidery is most typically done 
sewing_occupations,Embroidery,Users can use the embroidery software 
sewing_occupations,Embroidery,Contemporary embroidery artists believe hand embroidery 
sewing_occupations,Embroidery,3: Embroidery in Britain from 1200 
sewing_occupations,Embroidery,A Perfect World in Ribbon Embroidery 
sewing_occupations,Glove,A glove is a garment covering 
sewing_occupations,Glove,Gloves usually have separate sheaths or 
sewing_occupations,Glove,Fingerless gloves having one small opening 
sewing_occupations,Glove,Gloves which cover the entire hand 
sewing_occupations,Glove,A hybrid of glove and mitten 
sewing_occupations,Glove,Gloves protect and comfort hands against 
sewing_occupations,Glove,Many criminals wear gloves to avoid 
sewing_occupations,Glove,"However, the gloves themselves can leave "
sewing_occupations,Glove,"After collecting glove prints, law enforcement "
sewing_occupations,Glove,Some gloves include a gauntlet that 
sewing_occupations,Glove,Cycling gloves for road racing or touring 
sewing_occupations,Glove,Guitar players often use fingerless gloves 
sewing_occupations,Glove,Gloves are made of materials including 
sewing_occupations,Glove,Gloves of kevlar protect the wearer 
sewing_occupations,Glove,Gloves and gauntlets are integral components 
sewing_occupations,Glove,Spacesuit gloves combine toughness and environmental 
sewing_occupations,Glove,"During the 13th century, gloves began "
sewing_occupations,Glove,The Glovers' Company was incorporated in 
sewing_occupations,Glove,"Makers of knitted gloves, which did "
sewing_occupations,Glove,Knitted gloves were a refined handiwork 
sewing_occupations,Glove,"In the 17th century, gloves made "
sewing_occupations,Glove,"The craze for gloves called ""limericks"" "
sewing_occupations,Glove,Gloves were found on the hands 
sewing_occupations,Glove,The liturgical use of gloves has 
sewing_occupations,Glove,"Billiards glove
Boxing gloves: a specialized padded "
sewing_occupations,Glove,"Cycling gloves
Driving gloves intended to improve "
sewing_occupations,Glove,"Driving gloves have external seams, open "
sewing_occupations,Glove,"Eton Fives glove
Falconry glove
Fencing glove
Football – "
sewing_occupations,Glove,"Scuba diving gloves:
Cotton gloves; good abrasion, "
sewing_occupations,Glove,Pistol glove – used in competition 
sewing_occupations,Glove,Target rifle glove – open-fingered heavily padded 
sewing_occupations,Glove,The glove cushions and distributes the 
sewing_occupations,Glove,Skiing gloves are padded and reinforced 
sewing_occupations,Glove,Touchscreen gloves – made with conductive 
sewing_occupations,Glove,Washing mitt or Washing glove: a 
sewing_occupations,Glove,Webbed gloves – a swim training 
sewing_occupations,Glove,Some women wear gloves as part of 
sewing_occupations,Glove,Long white gloves are common accessories 
sewing_occupations,Glove,"In Japan, white gloves are worn "
sewing_occupations,Glove,Work-oriented white gloves are worn for 
sewing_occupations,Glove,However white gloves are not recommended 
sewing_occupations,Glove,Fingerless gloves are often padded in 
sewing_occupations,Glove,"In contrast to traditional full gloves, "
sewing_occupations,Glove,Fingerless gloves are worn by motorcyclists 
sewing_occupations,Glove,Fingerless gloves are common among marching 
sewing_occupations,Glove,As soft as a leather glove 
sewing_occupations,Glove,A common use for leather gloves 
sewing_occupations,Glove,"In baseball, a baseball glove is "
sewing_occupations,Glove,Leather gloves are also used in 
sewing_occupations,Glove,"For example, beekeepers use leather gloves "
sewing_occupations,Glove,Construction workers might use leather gloves 
sewing_occupations,Glove,Welders use gloves too for protection against 
sewing_occupations,Glove,Gloves are worn by criminals because 
sewing_occupations,Glove,Goatskin is occasionally used for 
sewing_occupations,Glove,"Made of soft leather, drivers gloves "
sewing_occupations,Glove,"PPE places gloves into three categories:

Minimal "
sewing_occupations,Glove,Intermediate – Gloves that don't fit 
sewing_occupations,Glove,The glove presented as evidence shrank 
sewing_occupations,Hatter,"John Cavanagh, an American hatter whose "
sewing_occupations,Leather_crafting,Leather crafting or simply leathercraft is the 
sewing_occupations,Parachute_rigger,A parachute rigger is a person who 
sewing_occupations,Parachute_rigger,"Prior to commencing the parachute rigger course, "
sewing_occupations,Parachute_rigger,"Parachute riggers frequently make parachute jumps, and "
sewing_occupations,Parachute_rigger,Parachute Riggers/Packers in training attend the 15-day 
sewing_occupations,Parachute_rigger,A parachute rigger course was established at 
sewing_occupations,Parachute_rigger,All U.S. Army parachute riggers are required 
sewing_occupations,Parachute_rigger,"Parachute Rigger, or ""PR"", became an enlisted "
sewing_occupations,Parachute_rigger,Equivalence to Federal Aviation Administration parachute 
sewing_occupations,Parachute_rigger,Special Operations Parachute Rigger NEC OJT is 
sewing_occupations,Parachute_rigger,Personnel other than Parachute Riggers must hold 
sewing_occupations,Parachute_rigger,A Parachute Rigger is authorised to manufacture 
sewing_occupations,Parachute_rigger,FAA riggers are tested by Parachute Rigger 
sewing_occupations,Quilting,Quilting is the process of sewing 
sewing_occupations,Quilting,"Typically, quilting is done with three "
sewing_occupations,Quilting,The process of quilting uses a 
sewing_occupations,Quilting,Quilting is done to create 
sewing_occupations,Quilting,Quilting can produce different effects depending on 
sewing_occupations,Quilting,A person who works at quilting 
sewing_occupations,Quilting,"Quilting can be done by hand, "
sewing_occupations,Quilting,"In Europe, quilting has been part "
sewing_occupations,Quilting,Patchwork quilting in America dates to 
sewing_occupations,Quilting,The communal nature of the quilting 
sewing_occupations,Quilting,The biggest influence on Swedish quilting 
sewing_occupations,Quilting,Modern quilting follows a distinct aesthetic 
sewing_occupations,Quilting,Hand quilting is the process of 
sewing_occupations,Quilting,A quilting frame or hoop is 
sewing_occupations,Quilting,Hand quilting is still practiced by 
sewing_occupations,Quilting,Machine quilting is the process of 
sewing_occupations,Quilting,Longarm quilting involves placing the layers 
sewing_occupations,Quilting,Quilting is now taught in some 
sewing_occupations,Quilting,Longarm quilting MachinesThe longarm quilting machine 
sewing_occupations,Quilting,"Machine Quilting NeedlesWhen quilting, one of "
sewing_occupations,Quilting,Whether you are quilting by hand or 
sewing_occupations,Quilting,Machine quilting needs a sharp needle 
sewing_occupations,Quilting,Hand Quilting NeedlesThe traditional needles used 
sewing_occupations,Quilting,Quilting Templates/PatternsQuilts can have many different 
sewing_occupations,Quilting,Ralli quilting – Pakistani and Indian 
sewing_occupations,Quilting,"Trapunto quilting – stuffed quilting, "
sewing_occupations,Quilting,Machine trapunto quilting – a process 
sewing_occupations,Quilting,Shadow trapunto – This involves quilting 
sewing_occupations,Quilting,Watercolor quilting – A sophisticated form of 
sewing_occupations,Quilting,"""Women’s work: social relations of "
sewing_occupations,Sailmaker,A sailmaker makes and repairs sails 
sewing_occupations,Sailmaker,A sailmaker typically works on 
sewing_occupations,Sailmaker,The sailmaker maintained and repaired 
sewing_occupations,Sailmaker,This required knowledge of the sailmaker's 
sewing_occupations,Sailmaker,Sometimes a sailmaker will accompany the 
sewing_occupations,Sailmaker,The modern sailmaker uses computer-aided design 
sewing_occupations,Sailmaker,Computer graphics allow the sailmaker to 
sewing_occupations,Shoemaking,Shoemaking is the process of making 
sewing_occupations,Shoemaking,Traditional handicraft shoemaking has now been 
sewing_occupations,Shoemaking,Trades that engage in shoemaking have 
sewing_occupations,Shoemaking,"Until the 19th century, shoemaking was "
sewing_occupations,Tailor,A tailor is a person who 
sewing_occupations,Tailor,Retailers of tailored suits often take 
sewing_occupations,Tailor,"Traditional tailoring is called ""bespoke tailoring"" "
sewing_occupations,Tailor,Famous fictional tailors include the tailor 
sewing_occupations,Tailor,Typically the tailor is met locally 
sewing_occupations,Tailor,This method enables the tailor to 
sewing_occupations,Tailor,Local tailors will typically have a 
sewing_occupations,Tailor,Hong Kong Tailors and London are 
sewing_occupations,Tailor,"Unlike local tailoring, customers must take "
sewing_occupations,Tailor,Online tailors sometimes offer to pay 
sewing_occupations,Tailor,The final suit is then tailored 
sewing_occupations,Tailor,Traveling tailors travel between cities and 
sewing_occupations,Tailor,"Unlike local tailoring, if further alterations "
sewing_occupations,Tailor,"Today, most traveling tailors are from "
sewing_occupations,Tailor,"As an adjective, tailor-made refers to "
sewing_occupations,Tailor,Rodeo tailor is a term for 
sewing_occupations,Tailor,"In some documents, tailor means adjust, "
sewing_occupations,Tailor,A tailor makes custom menswear-style jackets 
sewing_occupations,Tailor,"In bespoke tailoring, the cutter may "
sewing_occupations,Tailor,Note that while all tailors can 
sewing_occupations,Taxidermy,Taxidermy is the art of preserving 
sewing_occupations,Taxidermy,The word taxidermy describes the process 
sewing_occupations,Taxidermy,The word taxidermy is derived from 
sewing_occupations,Taxidermy,The word taxidermy translates to 
sewing_occupations,Taxidermy,Taxidermy takes on a number of 
sewing_occupations,Taxidermy,Museums use taxidermy as a method 
sewing_occupations,Taxidermy,Taxidermy is sometimes also used as 
sewing_occupations,Taxidermy,There were several pioneers of taxidermy 
sewing_occupations,Taxidermy,"However, the art of taxidermy remained "
sewing_occupations,Taxidermy,Rogue taxidermy art references traditional trophy 
sewing_occupations,Taxidermy,"Additionally, rogue taxidermy is not necessarily "
sewing_occupations,Taxidermy,"""Rogue taxidermy"" describes a wide variety of "
sewing_occupations,Taxidermy,"The term ""rogue taxidermy"" was coined "
sewing_occupations,Taxidermy,The definition of rogue taxidermy set forth by the 
sewing_occupations,Taxidermy,Regardless of how well a taxidermy 
sewing_occupations,Taxidermy,Taxidermy mounts are targeted by the 
sewing_occupations,Taxidermy,According to the National Taxidermy Association: 
sewing_occupations,Upholstery,Upholstery is the work of providing 
sewing_occupations,Upholstery,The word upholstery comes from the 
sewing_occupations,Upholstery,A person who works with upholstery 
sewing_occupations,Upholstery,Traditional upholstery uses materials like coil 
sewing_occupations,Upholstery,Marine upholstery differs in that one 
sewing_occupations,Darning,Darning is a sewing technique for 
sewing_occupations,Darning,"Hand darning employs the darning stitch, "
sewing_occupations,Darning,Darning is a traditional method for 
sewing_occupations,Darning,Darning also refers to any of 
sewing_occupations,Darning,"Net darning, also called filet lace, "
sewing_occupations,Darning,Invisible darning is the epitome of 
sewing_occupations,Darning,Invisible darning is appropriate for extremely 
sewing_occupations,Darning,"In machine darning, lines of machine "
sewing_occupations,Darning,A darning mushroom is a mushroom-shaped 
sewing_occupations,Darning,A darning gourd is a hollow 
sewing_occupations,Darning,Traditional embroidery using pattern darning is 
sewing_occupations,Darning,"n.d. Swiss darning, or duplicate "
sewing_occupations,Embellishment,"In sewing and crafts, an embellishment "
sewing_occupations,Fabric_tube_turning,Fabric tube turning is a sewing technique where 
sewing_occupations,Floating_canvas,"In tailoring, a floating canvas refers to "
sewing_occupations,Floating_canvas,The floating canvas adds structure to the 
sewing_occupations,Floating_canvas,The floating canvas is loosely handstitched in 
sewing_occupations,Floating_canvas,The stitch used to secure floating canvas 
sewing_occupations,Gusset,"In sewing, a gusset is a "
sewing_occupations,Gusset,"Gussets were used at the shoulders, "
sewing_occupations,Gusset,Gussets are also used when making 
sewing_occupations,Gusset,"Pillows too, are often gusseted, generally "
sewing_occupations,Gusset,The meaning of gusset has expanded 
sewing_occupations,Gusset,"For example, metal gussets are used "
sewing_occupations,Gusset,Gussets may be used in retort 
sewing_occupations,Gusset,"Gusset plates, usually triangular, are often "
sewing_occupations,Heirloom_sewing,Heirloom sewing is a collection of needlework 
sewing_occupations,Heirloom_sewing,Typical projects for heirloom sewing include children's 
sewing_occupations,Shirring,"In sewing, shirring is two or "
sewing_occupations,Backstitch,Backstitch or back stitch and its 
sewing_occupations,Backstitch,Basic backstitch is the stitch used 
sewing_occupations,Backstitch,"Threaded backstitch
Pekinese stitch, a looped interlaced "
sewing_occupations,Bar_tack,"In sewing, bar tack, also written bar-tack "
sewing_occupations,Bar_tack,Typical areas for bar tack stitches include 
sewing_occupations,Bar_tack,"Bar tacks may be sewn by hand, "
sewing_occupations,Bar_tack,The process for sewing a bar tack 
sewing_occupations,Bar_tack,Similar stitches to the bar tack include 
sewing_occupations,Blanket_stitch,The blanket stitch is a stitch used 
sewing_occupations,Blanket_stitch,"Additionally, the term ""blanket stitch"" has become "
sewing_occupations,Blind_stitch,A blind stitch in sewing is a 
sewing_occupations,Blind_stitch,Blind stitching hides stitching under folded edges; 
sewing_occupations,Blind_stitch,Blind stitching is useful when joining two 
sewing_occupations,Blind_stitch,"""Blind stitch"" can also refer to a stitch "
sewing_occupations,Buttonhole_stitch,Buttonhole stitch and the related blanket stitch 
sewing_occupations,Buttonhole_stitch,Buttonhole stitches are structurally similar to 
sewing_occupations,Buttonhole_stitch,"Buttonhole stitch scallops, usually raised or padded "
sewing_occupations,Buttonhole_stitch,"Buttonhole stitches are also used in cutwork, "
sewing_occupations,Buttonhole_stitch,The buttonhole stitch appeared on the Jane 
sewing_occupations,Chain_stitch,Chain stitch is a sewing and embroidery 
sewing_occupations,Chain_stitch,Chain stitch is an ancient craft – 
sewing_occupations,Chain_stitch,Handmade chain stitch embroidery does not require 
sewing_occupations,Chain_stitch,"Because chain stitches can form flowing, curved "
sewing_occupations,Chain_stitch,Chain stitch embroidery has also been found 
sewing_occupations,Chain_stitch,Chain stitch designs spread to Iran through 
sewing_occupations,Chain_stitch,The Double chain stitch uses two 
sewing_occupations,Cross-stitch,Cross-stitch is a form of sewing 
sewing_occupations,Cross-stitch,This form of cross-stitch is also 
sewing_occupations,Cross-stitch,Sometimes cross-stitch is done on designs 
sewing_occupations,Cross-stitch,Cross-stitch is often executed on easily 
sewing_occupations,Cross-stitch,"Fabrics used in cross-stitch include linen, "
sewing_occupations,Cross-stitch,"All cross-stitch fabrics are technically ""evenweave"" "
sewing_occupations,Cross-stitch,Counted cross-stitch projects are worked from 
sewing_occupations,Cross-stitch,"Traditionally, cross-stitch was used to embellish "
sewing_occupations,Cross-stitch,Although there are many cross-stitchers who 
sewing_occupations,Cross-stitch,Cross-stitch is also often used to 
sewing_occupations,Cross-stitch,"Besides designs created expressly for cross-stitch, "
sewing_occupations,Cross-stitch,Hand-dyed cross-stitch floss is created just 
sewing_occupations,Cross-stitch,Cross-stitch is widely used in traditional 
sewing_occupations,Cross-stitch,Cross-stitch is often used together with 
sewing_occupations,Cross-stitch,A cross-stitch can come in a 
sewing_occupations,Cross-stitch,"The best known are Italian cross-stitch, "
sewing_occupations,Cross-stitch,Italian cross-stitch and Montenegrin stitch are 
sewing_occupations,Cross-stitch,"The double cross-stitch, also known as "
sewing_occupations,Cross-stitch,Cross-stitch is often combined with other 
sewing_occupations,Cross-stitch,Cross-stitch may also be combined with 
sewing_occupations,Cross-stitch,Other crafters have taken to cross-stitching 
sewing_occupations,Cross-stitch,Some cross-stitchers have commented on the 
sewing_occupations,Embroidery_stitch,Embroidery stitches are also called stitches for 
sewing_occupations,Embroidery_stitch,Embroidery stitches are the smallest units in 
sewing_occupations,Embroidery_stitch,Each embroidery stitch has a special name 
sewing_occupations,Hemstitch,Hemstitch or hem-stitch is a decorative 
sewing_occupations,Hemstitch,"Unlike an ordinary hem, hemstitching can "
sewing_occupations,Hemstitch,"In hemstitching, one or more threads "
sewing_occupations,Hemstitch,There are also hemstitcher attachments for 
sewing_occupations,Lockstitch,A lockstitch is the most common 
sewing_occupations,Lockstitch,Lockstitch is named because the two 
sewing_occupations,Lockstitch,"Ideally, the lockstitch is formed in "
sewing_occupations,Lockstitch,Most lockstitch machines made after the 
sewing_occupations,Lockstitch,"Industrial lockstitch machines with two needles, "
sewing_occupations,Lockstitch,There are different types of lockstitch 
sewing_occupations,Lockstitch,Most industrial lockstitch machines sew only 
sewing_occupations,Overlock,An overlock is a kind of 
sewing_occupations,Overlock,Usually an overlock sewing machine will 
sewing_occupations,Overlock,An overlock sewing machine differs from 
sewing_occupations,Overlock,Overlock sewing machines usually run at 
sewing_occupations,Overlock,"Overlock stitches are extremely versatile, as "
sewing_occupations,Overlock,Overlocking is also referred to as 
sewing_occupations,Overlock,"Though ""serging” technically refers to overlocking "
sewing_occupations,Overlock,"Consequently, many overlock machine companies established "
sewing_occupations,Overlock,Industrial overlock machines are generally made 
sewing_occupations,Overlock,This completes the overlock stitch formation 
sewing_occupations,Pad_stitch,Pad stitches are a type of running 
sewing_occupations,Pad_stitch,Pad stitches secure two or more layers 
sewing_occupations,Pad_stitch,Tailors pad stitch a jacket's lapel and 
sewing_occupations,Pad_stitch,"For example, pad stitches in a suit's "
sewing_occupations,Pick_stitch,A pick stitch in sewing is a 
sewing_occupations,Pick_stitch,A pick stitch can be made from 
sewing_occupations,Pick_stitch,A pick stitch is commonly used for 
sewing_occupations,Pick_stitch,A pick stitch along the outside of 
sewing_occupations,Pick_stitch,A finely made pick stitch is difficult 
sewing_occupations,Rantering,Rantering is a type of stitching 
sewing_occupations,Rantering,Rantering stitches take hold of the 
sewing_occupations,Rantering,A rantering stitch would also be 
sewing_occupations,Running_stitch,The running stitch or straight stitch is 
sewing_occupations,Running_stitch,A running stitch runs through the 
sewing_occupations,Running_stitch,Running stitches are most often not visible 
sewing_occupations,Running_stitch,Loosely spaced rows of short running stitches 
sewing_occupations,Running_stitch,Running stitches are a component of many 
sewing_occupations,Running_stitch,Holbein or double-running stitches have a second 
sewing_occupations,Sashiko,Sashiko is a form of decorative 
sewing_occupations,Sashiko,By the Meiji era sashiko had 
sewing_occupations,Sashiko,Common motifs used in sashiko are 
sewing_occupations,Sashiko,The embroidery uses special sashiko thread 
sewing_occupations,Sashiko,Modern day sashiko stitching is not 
sewing_occupations,Sashiko,Many sashiko patterns were derived from 
sewing_occupations,Topstitch,Topstitching is a sewing technique where 
sewing_occupations,Topstitch,Topstitching is used most often on 
sewing_occupations,Topstitch,"Decorative topstitching is designed to show, "
sewing_occupations,Topstitch,"Otherwise, topstitching is generally done using "
sewing_occupations,Zigzag_stitch,A zigzag stitch is variant geometry of 
sewing_occupations,Zigzag_stitch,"When creating a zigzag stitch, the side "
sewing_occupations,Neckline,The neckline is the top edge 
sewing_occupations,Neckline,Neckline also refers to the overall 
sewing_occupations,Neckline,A variation is the portrait neckline.off-the-shoulder 
sewing_occupations,Neckline,Also known as Carmen neckline)these are 
sewing_occupations,Neckline,These necklines accentuate the shoulders and 
sewing_occupations,Neckline,Sweetheart necklines accentuate the bosom.keyhole 
sewing_occupations,Neckline,These necklines are seen infrequently.illusion necklinea 
sewing_occupations,Neckline,This neckline is often seen on 
sewing_occupations,Neckline,The neckline can be a sharp 
sewing_occupations,Felled_seam,"Felled seam, or flat-fell seam, is a "
sewing_occupations,Felled_seam,A flat felled seam can be used 
sewing_occupations,Seam_allowance,Seam allowance is the area between the 
sewing_occupations,Seam_allowance,Seam allowances can range from 1⁄4 inch 
sewing_occupations,Style_line,A style line is a seam in 
sewing_occupations,Bias_tape,Bias tape or bias binding is a 
sewing_occupations,Bias_tape,"Bias tape is used in making piping, "
sewing_occupations,Bias_tape,Commercially available bias tape is available as 
sewing_occupations,Bias_tape,Single-fold bias tape is bias tape with 
sewing_occupations,Bias_tape,Double-fold bias tape is single-fold bias tape 
sewing_occupations,Collar_stay,"A collar stay, collar stick, collar tab, collar "
sewing_occupations,Collar_stay,Some metallic collar stays are sold with 
sewing_occupations,Collar_stay,A different type of collar stay discreetly 
sewing_occupations,Collar_stay,Adhesive collar stays can be stuck to 
sewing_occupations,Galloon,Galloon is a decorative woven trim 
sewing_occupations,Galloon,Galloon is used in the trim 
sewing_occupations,Galloon,"The distinction between galloon, ribbon, and "
sewing_occupations,Grommet,A grommet is a ring or 
sewing_occupations,Grommet,Grommets are generally flared or collared 
sewing_occupations,Grommet,A small grommet may also be 
sewing_occupations,Grommet,There are also dedicated grommet presses 
sewing_occupations,Grommet,The grommet prevents the cord from 
sewing_occupations,Grommet,"Small grommets are also called eyelets, "
sewing_occupations,Grommet,Tight fitting rubber grommets can also 
sewing_occupations,Grommet,"Molded and continuous strip grommets, also "
sewing_occupations,Grommet,"Sleeved grommets have a flexible extension, "
sewing_occupations,Grommet,Grommets are used in a similar 
sewing_occupations,Interfacing,Interfacing is a textile used on 
sewing_occupations,Interfacing,"Interfacings can be used to:
stiffen or "
sewing_occupations,Interfacing,Interfacing is sold at fabric stores 
sewing_occupations,Interfacing,Sewing patterns specify if interfacing is 
sewing_occupations,Interfacing,This type of interfacing is known as 
sewing_occupations,Interfacing,Non-fusible interfacings 
sewing_occupations,Passementerie,Passementerie or passementarie is the art 
sewing_occupations,Ruffle,Ruffles is a brand of 
sewing_occupations,Ruffle,Ruffles has many different flavors of 
sewing_occupations,Ruffle,Ruffles are also available in low-fat 
sewing_occupations,Ruffle,"In 2008, Frito-Lay produced a Ruffles "
sewing_occupations,Rickrack,Rickrack is a flat piece of 
sewing_occupations,Rickrack,Rickrack is produced using a variety of 
sewing_occupations,Rickrack,Rickrack was also stitched into lace 
sewing_occupations,Rickrack,"Between the 1890s and 1910s, rickrack "
sewing_occupations,Rickrack,"Among other uses, this rickrack was "
sewing_occupations,Self-fabric,"Self-fabric, in sewing, is a fabric "
sewing_occupations,Self-fabric,A very common use of 
sewing_occupations,Soutache,"Soutache, also known as Russia braid, "
sewing_occupations,Soutache,Soutache is created by weaving a 
sewing_occupations,Soutache,In clothing soutache is used to 
sewing_occupations,Soutache,Tracing braid is narrow soutache 
sewing_occupations,Soutache,"In athletic uniforms, a contrasting soutache "
sewing_occupations,Twill_tape,Twill tape or twilled tape is a 
sewing_occupations,Twill_tape,Twill tape is also used in theatre 
sewing_occupations,Buckle,The buckle or clasp is a 
sewing_occupations,Buckle,The basic buckle frame comes in 
sewing_occupations,Buckle,Buckles are as much in use today as they 
sewing_occupations,Buckle,"The word ""buckle"" enters Middle English "
sewing_occupations,Buckle,Some of the earliest buckles known 
sewing_occupations,Buckle,A Type I Roman buckle was 
sewing_occupations,Buckle,Type IA Roman buckles were similar 
sewing_occupations,Buckle,Type IB “buckle-loops” were even more 
sewing_occupations,Buckle,There were also Type II buckles 
sewing_occupations,Buckle,The oldest Roman buckles are of 
sewing_occupations,Buckle,"In the 14th century, buckles with "
sewing_occupations,Buckle,The prongs of these buckles attach 
sewing_occupations,Buckle,The appearance of multi-part buckles with 
sewing_occupations,Buckle,"Buckle frames come in various shapes, "
sewing_occupations,Buckle,This made buckles easily removable and 
sewing_occupations,Buckle,"Buckles fitted with ""T""-, anchor-, or "
sewing_occupations,Buckle,"In the 18th century, brass buckles "
sewing_occupations,Buckle,Silver was also used in buckle 
sewing_occupations,Buckle,One method of creating glass buckles 
sewing_occupations,Buckle,The male buckle member consists of 
sewing_occupations,Buckle,The female buckle member has a 
sewing_occupations,Buckle,This sort of buckle may be 
sewing_occupations,Buttonhole,Buttonholes are reinforced holes in fabric 
sewing_occupations,Buttonhole,The raw edges of a buttonhole 
sewing_occupations,Buttonhole,Buttonholes can also refer to flowers 
sewing_occupations,Buttonhole,The buttonhole construction sometimes includes a 
sewing_occupations,Buttonhole,A glossier buttonhole thread is then 
sewing_occupations,Buttonhole,A machine-made buttonhole is usually sewn 
sewing_occupations,Buttonhole,One of the first automatic buttonhole 
sewing_occupations,Buttonhole,A bound buttonhole is one which 
sewing_occupations,Buttonhole,A keyhole buttonhole is a special 
sewing_occupations,Buttonhole,Keyhole buttonholes are most often found 
sewing_occupations,Buttonhole,This buttonhole is normally machine-made due to 
sewing_occupations,Hook-and-eye_closure,A hook-and-eye closure is a very simple 
sewing_occupations,Hook-and-loop_fastener,"Hook-and-loop fasteners, hook-and-pile fasteners or touch fasteners "
sewing_occupations,Hook-and-loop_fastener,By the mid-1960s hook-and-loop fasteners were used 
sewing_occupations,Snap_fastener,A snap fastener is a pair of 
sewing_occupations,Snap_fastener,Snap fasteners are a noted detail in 
sewing_occupations,Snap_fastener,The Prym company has produced snap fasteners 
sewing_occupations,Zipper,"A zipper, zip, fly, dingy, or "
sewing_occupations,Zipper,"Zippers come in all different sizes, "
sewing_occupations,Zipper,"The word zipper is onomatopoetic, because "
sewing_occupations,Zipper,Some jackets have double-separating zippers with 
sewing_occupations,Zipper,"Zippers may:

increase or decrease the size "
sewing_occupations,Zipper,"A zipper costs relatively little, but "
sewing_occupations,Zipper,Problems often lie with the zipper 
sewing_occupations,Zipper,"With separating zippers, the insertion pin "
sewing_occupations,Zipper,"If a zipper fails, it can "
sewing_occupations,Zipper,"The popular North American term zipper,, "
sewing_occupations,Zipper,Zippers began being used for clothing 
sewing_occupations,Zipper,The campaign praised zippers for promoting 
sewing_occupations,Zipper,The zipper beat the button in 
sewing_occupations,Zipper,"Esquire declared the zipper the ""Newest "
sewing_occupations,Zipper,Today the zipper is by far 
sewing_occupations,Zipper,Coil zippers are made of polyester 
sewing_occupations,Zipper,Invisible zippers have the teeth hidden 
sewing_occupations,Zipper,This kind of a zipper is 
sewing_occupations,Zipper,Invisible zippers are usually coil 
sewing_occupations,Zipper,A regular invisible zipper uses a 
