text,source,TOXICITY,IDENTITY_ATTACK,INSULT,THREAT
"Dojo isn’t needed, but will make self-driving better. It isn’t enough to be safer than human drivers, Autopilot ultimately needs to be more than 10 times safer than human drivers. ",elonmusk,0.06480071,0.04148036,0.063470244,0.04182503
Thanks for fixing ,elonmusk,0.059488397,0.046655882,0.026917476,0.10769431
It will be available in perforated rolls ,elonmusk,0.03912327,0.025984978,0.013653429,0.11035126
"Orbital precession takes a long time. With Starship &amp; Starlink V2.0, hopefully we can direct inject to target orbit. ",elonmusk,0.076427445,0.041634254,0.03503758,0.19323398
"Once the board was presented with the evidence of Eberhard’s deception/fraud &amp; the dire state of the company, all board members, including those he appointed, voted unanimously to fire him in August 2007. ",elonmusk,0.0135809425,0.0018150116,0.009168966,0.03927271
True ,elonmusk,0.03378105,0.019852644,0.013282216,0.047289245
Very impressive development history ,elonmusk,0.06554172,0.06826637,0.03765829,0.0916723
"Main advantage of this is a much stronger EM field compared with a rotor that is held together by metal (usually high strength steel). Other advantage is that rotor can go to higher RPM, as carbon sleeve (mostly) stops copper rotor from expanding due to radial acceleration. ",elonmusk,0.024295736,0.012733545,0.014416139,0.04162345
🤣 ,elonmusk,0.044227507,0.025492689,0.016540442,0.059073903
Bless America ,elonmusk,0.14939326,0.20169136,0.0836956,0.18902369
Public support for life on Mars is critical to making it happen ,elonmusk,0.06661777,0.04249767,0.04021573,0.15195389
"Yes, but engines have a min throttle point where there is flameout risk, so landing on 3 engines means high thrust/weight (further away from hover point), which is also risky ",elonmusk,0.031331837,0.023400571,0.010165212,0.09986629
🤣 ,elonmusk,0.044227507,0.025492676,0.016540434,0.059073903
🤣 ,elonmusk,0.044227507,0.025492689,0.016540434,0.059073903
Nice shot ,elonmusk,0.2554249,0.07476679,0.07638314,0.76776725
At last! ,elonmusk,0.04807149,0.03861202,0.022306781,0.08200713
Probable ,elonmusk,0.050415315,0.027871031,0.020311326,0.060493924
🤣 ,elonmusk,0.04422757,0.025492689,0.016540434,0.059073903
POV Hardcore ,elonmusk,0.25226405,0.23327684,0.21958232,0.22451158
Jay is awesome! ,elonmusk,0.0727024,0.07612074,0.039113786,0.115369506
"Starship will be crushingly cost-effective for Earth orbit or moon missions as soon as it’s operational &amp; rapid reuse is happening. Mars is a lot harder, because Earth &amp; Mars only align every 26 months, so ship reuse is limited to ~dozen times over 25 to 30 year life of ship. ",elonmusk,0.08912555,0.07539867,0.04641335,0.27429068
Sclerotic democracy ,elonmusk,0.12875114,0.111908056,0.103374414,0.1624324
"Indeed, this is intended to be useful advice, based on my extremely painful experience, not an attack in any way ",elonmusk,0.11568353,0.0696965,0.05202114,0.30527973
Maybe that movie gaslit us all ,elonmusk,0.24048585,0.15832272,0.14029436,0.40232596
Fair enough haha ,elonmusk,0.053295095,0.031864163,0.030049255,0.0931257
Congrats! ,elonmusk,0.03296149,0.01788578,0.016432153,0.0496667
"Next time, we try pull *up* method ",elonmusk,0.07934615,0.04360646,0.02800328,0.0718931
👍 ,elonmusk,0.027388396,0.016604105,0.010976931,0.04593346
Fair point ,elonmusk,0.035578053,0.02687272,0.015067737,0.0621532
The beauty of physics (truth) ,elonmusk,0.063310415,0.046913207,0.02619254,0.07103596
"Yeah, they seemed optimistic too ",elonmusk,0.0430976,0.030950973,0.018634459,0.058708753
Ferragu is remarkably insightful ,elonmusk,0.043348636,0.02439331,0.017601974,0.03648865
"Note, I do not take a cash salary or bonus from anywhere. I only have stock, thus the only way for me to pay taxes personally is to sell stock. ",elonmusk,0.043436855,0.021401407,0.022988664,0.04485465
"Exactly. Giga Shanghai makes cars for export in first half of quarter, then cars for far away parts of China, then cars for nearby parts of China. Net result is a crazy wave of deliveries end of quarter. It is tough on our team, so we’re hoping to reduce the wave in Q4 &amp; Q1. ",elonmusk,0.24145515,0.22131702,0.30523422,0.08600328
Sounds good ,elonmusk,0.036596958,0.03772833,0.014742184,0.07279036
Pretty much 🤣🤣 Great episode! ,elonmusk,0.06428272,0.02817983,0.030511558,0.15799418
Wasn’t easy ,elonmusk,0.0571446,0.056701,0.028430963,0.08022397
It is high time there was a carbon tax! ,elonmusk,0.02963288,0.021309016,0.0136645315,0.015000374
He talks like an NPC with a limited dialogue tree ,elonmusk,0.335312,0.17188859,0.37231794,0.13847409
🤣🤣 ,elonmusk,0.04637822,0.030365871,0.019473482,0.060888506
"Problem 1st, theory 2nd is for sure way to go, as it establishes relevance, thus improving memory retention ",elonmusk,0.06040618,0.043028526,0.0354173,0.0596362
"He became a big fan of methane, but was not pushing it initially. That came from me reading about Soviet methane engine tests that got over 380 Isp. At that Isp, a subcooled methane stage gets slightly better delta-V than a hydrogen stage. ",elonmusk,0.0662443,0.029433351,0.047265325,0.043212272
Just met with the crew in Florida to congratulate them in person. Such great people! ,elonmusk,0.0627934,0.043802403,0.030623991,0.1342507
"Actually, a great many parts are produced by our suppliers, but Tesla is more vertically integrated than other carmakers ",elonmusk,0.10654335,0.11743541,0.08396393,0.13293122
Words are very lossy compression of thoughts ,elonmusk,0.09241022,0.041244123,0.052000802,0.08294451
🤣🤣 ,elonmusk,0.04637822,0.030365871,0.019473482,0.060888506
"One of the improvements to FSD vision involves training with actual photon counts, so removing the filters used to make pictures pretty to the human eye ",elonmusk,0.109231874,0.08448046,0.059409656,0.2871276
"Aiming for extreme precision with next gen Model Y – microns, not millimeters ",elonmusk,0.35415018,0.3790391,0.26786366,0.5953377
🤣🤣 ,elonmusk,0.046378195,0.030365858,0.019473482,0.060888506
Metallurgy Rūlz ,elonmusk,0.099151865,0.060794566,0.07782135,0.0933749
Just agree to do Clubhouse with ,elonmusk,0.06952526,0.026310325,0.04072159,0.10955095
Yup ,elonmusk,0.023843074,0.015546746,0.009307207,0.037407573
"I thought 1999 was peak insanity, but 2021 is 1000% more insane! ",elonmusk,0.45142063,0.16924934,0.5616236,0.085544884
Stop projecting! ,elonmusk,0.115679435,0.07236186,0.07691862,0.12062999
The resolution of the universe is not smaller than Planck length ,elonmusk,0.10245638,0.07920419,0.07561941,0.080779225
Dragon spacecraft &amp; Falcon 9 rocket ,elonmusk,0.07700804,0.043325998,0.03165341,0.14759047
Back to work tonight! ,elonmusk,0.07133916,0.041138876,0.029914612,0.19881007
Plus crypto scams haha ,elonmusk,0.40331137,0.19898404,0.40524524,0.22058295
Korolev was amazing ,elonmusk,0.11063166,0.0669089,0.06806259,0.122498564
"I agree that this *can* be done over time, but recent extreme energy usage growth could not possibly have been done so fast with renewables. This question is easily resolved if the top 10 hashing orgs just post audited numbers of renewable energy vs not. ",elonmusk,0.043930084,0.018663771,0.019600125,0.021220528
Exactly (sigh) ,elonmusk,0.06487853,0.035502665,0.028380062,0.10979944
Maximum set of possible future actions ,elonmusk,0.07302729,0.052677654,0.037148256,0.10231524
"Tesla is using only internal &amp; open source software &amp; operates Bitcoin nodes directly. Bitcoin paid to Tesla will be retained as Bitcoin, not converted to fiat currency. ",elonmusk,0.051777493,0.029338064,0.023526253,0.07154481
Jay rocks! ,elonmusk,0.0885366,0.05364663,0.07432819,0.12507986
"What has become absolutely clear is that the plethora of self-driving corner cases can only be solved with real-world optical intelligence. This is how humans designed the road system to work. Once you have that in silicon form, everything else is just icing on the cake. ",elonmusk,0.0729612,0.02589527,0.06547293,0.03989201
Haha ,elonmusk,0.083663575,0.049786683,0.0379724,0.10511031
Interesting ,elonmusk,0.02057661,0.020386068,0.006105692,0.05005119
What if ur name is Johnson &amp; u just happen to work at Johnson &amp; Johnson? ,elonmusk,0.07652433,0.021337857,0.034149125,0.12086527
Probably not wrong ,elonmusk,0.05699075,0.050548907,0.02046158,0.06914928
Danke!! ,elonmusk,0.1679138,0.066663966,0.120720096,0.18425518
How about a wifi camera link? ,elonmusk,0.04662158,0.025234953,0.019375937,0.044295527
Only if necessary ,elonmusk,0.071337566,0.061109602,0.03270988,0.13785061
It’s the most fun crypto! ,elonmusk,0.05677982,0.03520897,0.025813721,0.08476279
"Yeah, I didn’t have a house in the Bay Area for over a decade, despite spending half the week there ",elonmusk,0.025053548,0.014449758,0.009600071,0.038695436
129 Orbital Flights ,elonmusk,0.24094301,0.16570497,0.20212646,0.20776899
"Making life multiplanetary is an extremely hard, but not impossible, problem ",elonmusk,0.11969474,0.12749834,0.09999081,0.1431356
This will be cool ,elonmusk,0.04851643,0.030746656,0.012928831,0.11328103
"Friday afternoons are usually Tesla design studio time. Cybertruck will be almost exactly what was shown. We’re adding rear wheel steering, so it can do tight turns &amp; maneuver with high agility. Lot of other great things coming. ",elonmusk,0.11875293,0.060554437,0.09496847,0.12973425
Starship is literally more pointy because of that movie haha ,elonmusk,0.22115503,0.13235,0.21619447,0.16702864
🤣🤣 ,elonmusk,0.04637822,0.030365858,0.019473491,0.060888506
Nice ,elonmusk,0.054715,0.02946185,0.026638588,0.10076936
"If Earth’s gravity was even 10% lower, I’d be all for single stage to orbit ",elonmusk,0.11753426,0.08474524,0.06949141,0.27268153
"Indeed, Loki is quiet good ",elonmusk,0.056716952,0.046346135,0.022525864,0.11075898
SpaceX Boca team is helping save the turtles ,elonmusk,0.11161884,0.08555414,0.092848435,0.10792765
Sanjay deserves a lot of credit for making X/PayPal succeed. Now helping SpaceX serve rural communities in India. Much respect. ,elonmusk,0.07121653,0.056024868,0.05130948,0.08385798
🤣🤣 ,elonmusk,0.04637822,0.030365871,0.019473482,0.060888506
BTC (Bitcoin) is an anagram of TBC(The Boring Company) What a coincidence! ,elonmusk,0.15050647,0.11894637,0.15251987,0.08975561
Nice ,elonmusk,0.05471497,0.02946185,0.026638562,0.10076936
Carnot efficiency of the Universe? ,elonmusk,0.041628767,0.020936554,0.017592974,0.039891288
Will consider ,elonmusk,0.038446203,0.019118495,0.016126225,0.05522024
Trying ,elonmusk,0.03552988,0.019625064,0.013377653,0.050773706
Science-fiction should not be fiction forever! ,elonmusk,0.07768354,0.0704693,0.06357139,0.103848584
🤣🤣 ,elonmusk,0.046378195,0.030365871,0.019473491,0.060888506
Length will grow by ~500 ft over time ,elonmusk,0.06914488,0.034416046,0.033210423,0.11769262
Starbase is moving at Warp 9 ,elonmusk,0.059149556,0.029307751,0.02754747,0.05271573
"I find it more helpful to read/follow individual journalists, rather than publications. Any given publication is going to have wide range of views, albeit vast majority of stories about any subject are negative, perhaps reflecting innate human biases. Citizen journalism FTW! ",elonmusk,0.09730124,0.08903747,0.10930268,0.07097671
martians911 ,elonmusk,0.2663204,0.39565498,0.17691217,0.34425527
I kinda love Etsy ,elonmusk,0.09481028,0.077256754,0.052723352,0.117046945
So many tubes … ,elonmusk,0.13778369,0.06887176,0.115867816,0.113104515
They told me they would appreciate help ,elonmusk,0.064705275,0.04379544,0.032735776,0.1112536
"Sometimes people think it is performance, but safety is always the primary design requirement for a Tesla ",elonmusk,0.027967876,0.020349696,0.0108113075,0.04357984
Dead Space 2 was great ,elonmusk,0.5600887,0.365904,0.23518462,0.8763936
Going through all aspects of next gen Model Y production system with team. Lot of talented people at Giga Berlin. This place will rock! ,elonmusk,0.07174344,0.06608756,0.056395452,0.089159854
🤣🤣 ,elonmusk,0.046378195,0.030365871,0.019473491,0.060888506
Time to stop projecting &amp; cool off ,elonmusk,0.2520659,0.14240448,0.11317123,0.544135
"Fly my pretties, fly … ",elonmusk,0.25037947,0.13792768,0.16574025,0.175119
Saylor Moon ,elonmusk,0.05226771,0.03668095,0.023955487,0.05924098
Yes ,elonmusk,0.032314777,0.020646183,0.011699168,0.046971947
"Yup. Next booster will have 33 Raptor 2 engines, with 13 steering. Ship is being upgraded to 9 engines (3 sea-level gimbaling, 6 vacuum fixed) with increased propellant load. ",elonmusk,0.054896213,0.056259893,0.029270576,0.09266469
Super agree! ,elonmusk,0.027088076,0.014219043,0.016237745,0.031962182
I’m not always late haha ,elonmusk,0.1313562,0.085997455,0.07681981,0.13317409
♥️ ,elonmusk,0.03112388,0.01704922,0.011730966,0.05547619
Yup ,elonmusk,0.023843074,0.015546746,0.009307202,0.037407573
"While perhaps obvious in hindsight, it turns out that the only way to solve self-driving is to solve a big part of real-world AI. That is what Tesla is doing, both in hardware &amp; software. Unless a company is good at AI with tight compute, it’s hopeless. This is insanely hard. ",elonmusk,0.13543804,0.09183848,0.07346012,0.16903351
What a beautiful day in LA ,elonmusk,0.07162974,0.070089564,0.03406795,0.10281325
Obv ,elonmusk,0.057812314,0.03224073,0.029423501,0.07212143
"10.8 looks good, rolling out today ",elonmusk,0.071410365,0.037035756,0.025802096,0.218357
Pretty much ,elonmusk,0.050705437,0.030957818,0.021500044,0.10603958
We are a pattern of ancient atoms ,elonmusk,0.09992662,0.11354899,0.057071257,0.13354188
Thanks Jim! ,elonmusk,0.052572772,0.033428825,0.028241865,0.07585555
😢 ,elonmusk,0.034893353,0.020106865,0.01345603,0.051551536
Roughly ,elonmusk,0.07072861,0.04579737,0.034940936,0.08956779
There will be no handles ,elonmusk,0.15048835,0.11685104,0.066240996,0.23601094
We’re hoping for FAA approval of a test flight tomorrow afternoon ,elonmusk,0.050685767,0.03036389,0.01878885,0.09612622
"And all Model S &amp; X production for the world is still done in America, but who’s counting ",elonmusk,0.112211384,0.18164878,0.06794663,0.19394043
Yeah ,elonmusk,0.038427763,0.024891462,0.014793778,0.055661354
"During this talk, we will sing a cover of The Final Countdown by Europe ",elonmusk,0.09452627,0.08129498,0.05912169,0.10515824
"If history is any guide, not many will make it past the next recession ",elonmusk,0.02658629,0.01770485,0.0114589995,0.031457298
FAA approval is the schedule driver. Their latest update says end of February. ,elonmusk,0.049365535,0.018506812,0.027560808,0.053653985
"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all. ",elonmusk,0.023580559,0.018602105,0.01534191,0.019457905
"If Tesla is able to succeed with imported vehicles, then a factory in India is quite likely. ",elonmusk,0.035768505,0.0363632,0.015152764,0.023117846
Each Raptor 1 engine above produces 185 metric tons of force. Raptor 2 just started production &amp; will do 230+ tons or over half a million pounds of force. ,elonmusk,0.07499026,0.06024336,0.04095276,0.23217525
My wiki is such a dumpster fire 🤣🤣. That’s how you know it isn’t curated. ,elonmusk,0.48892125,0.118386164,0.56744534,0.34427097
Machine learning is so amaze! ,elonmusk,0.056213986,0.023173643,0.036059912,0.038185738
Talked about Starship with National Academies Space Studies Board ,elonmusk,0.08820581,0.07150971,0.06308575,0.11118292
Gamestonk!! ,elonmusk,0.11306944,0.02920024,0.0817907,0.09600049
Much wow! ,elonmusk,0.031120779,0.023696044,0.015264714,0.052543633
"With &amp; Powerwall battery you are your own utility. 24/7 clean, sustainable electricity. ",elonmusk,0.08821277,0.04521504,0.06416018,0.08971452
We’re making major improvements to ease of engine swap. Needs to be a few hours at most. ,elonmusk,0.047555633,0.029756581,0.031169234,0.037831
Yeah ,elonmusk,0.038427763,0.024891462,0.014793798,0.055661354
Exactly ,elonmusk,0.028913055,0.018798577,0.010279588,0.050909143
Or does he? ,elonmusk,0.046133395,0.02068282,0.019438766,0.06880115
Mars rover looking back ,elonmusk,0.050336692,0.02733348,0.02215208,0.09354611
You’re right ,elonmusk,0.041687462,0.022340093,0.01670649,0.07726978
"For those wondering, I will pay over $11 billion in taxes this year ",elonmusk,0.05943946,0.020570867,0.017585259,0.14069176
"Ok, how much do you think is fair? Does 53% seem reasonable? ",elonmusk,0.043773852,0.02508567,0.018070174,0.04907986
"I was in the Berlin paint shop talking to the team on my last visit. It’s gonna be great! But bear in mind that it takes about a year for a new factory to reach volume production. Production is super hard work, which is why I have great respect for those who do it. ",elonmusk,0.045196243,0.019353602,0.028980238,0.024984073
Nice ,elonmusk,0.05471497,0.02946185,0.026638588,0.10076931
And hopefully EU this summer ,elonmusk,0.061236795,0.05778496,0.025559628,0.093963854
Yes ,elonmusk,0.032314777,0.020646175,0.011699174,0.046971988
"For those bad at math 👆, 100X higher transaction volume with 100X lower fees means total fees earned stay same. Low fees &amp; high volume are needed to become currency of Earth. ",elonmusk,0.10655988,0.041088782,0.08702462,0.056699686
Haf yu sin mi danz? ,elonmusk,0.15049154,0.15053,0.09962232,0.12888683
"Yeah, although early production cars will need camera upgrades, as well as FSD computer (all included in the price) ",elonmusk,0.031983025,0.010533861,0.013901198,0.036129903
"Agreed. Taxes do need to be collected, but what is the best way to do this that maximizes area under the curve of the happiness of the people? ",elonmusk,0.054781605,0.046961427,0.026009658,0.10865436
We are so fluffy compared to a neutron star ,elonmusk,0.19255124,0.12881114,0.19950311,0.1338891
💯 ,elonmusk,0.0375952,0.020664655,0.014763682,0.051397346
Congrats Cathie! ,elonmusk,0.047344096,0.023328092,0.02402385,0.05636775
This is good ,elonmusk,0.056458097,0.03162173,0.016039401,0.09529002
"The aliens would say “So Long, and Thanks for the Orifice!” ",elonmusk,0.1514795,0.20793687,0.121118136,0.2381854
Earth should be called Water ,elonmusk,0.07826902,0.056351475,0.047328208,0.08343987
The people have spoken … ,elonmusk,0.051889822,0.052189656,0.027089376,0.058538105
You can now buy a Tesla with Bitcoin ,elonmusk,0.08299756,0.0636423,0.04303424,0.16879891
Srsly ,elonmusk,0.22646728,0.12513247,0.17891704,0.17410882
"But it must be open source accounting, so the public sees precisely how the money is spent. ",elonmusk,0.048220593,0.015855644,0.022153396,0.04280325
My son asked if we would still speak English 7000 years from now. I said probably not. There was not even the faintest hint of English 7000 years ago. ,elonmusk,0.08677189,0.11302549,0.07042194,0.05738679
Dooooge ,elonmusk,0.13629612,0.15895994,0.1277003,0.16330694
"Floor is installed, elevator is operational, waiting on glass ",elonmusk,0.10186629,0.049043205,0.055427875,0.25879905
That too ,elonmusk,0.058017813,0.030485729,0.020040898,0.09946422
Two weeks ,elonmusk,0.031930897,0.027886093,0.014101154,0.043611873
Where is Shrek 5!? ,elonmusk,0.048784122,0.018061627,0.0153124705,0.045015596
Good static fire with all six engines! ,elonmusk,0.153415,0.08413619,0.0896019,0.5596792
Yeah ,elonmusk,0.038427763,0.024891462,0.014793798,0.055661354
That’s my safe word too ,elonmusk,0.045995537,0.027929658,0.014913603,0.059888717
We always do flight readiness reviews! This argument makes no sense. ,elonmusk,0.08875794,0.06334317,0.05920302,0.07743929
Was using this in my car last night ,elonmusk,0.08358162,0.04296082,0.032317646,0.22305742
Hoping to get this done soon ,elonmusk,0.06744919,0.030545888,0.027979016,0.16164368
Giga Berlin will help a lot ,elonmusk,0.052578237,0.059362467,0.031620666,0.06383355
Thanks Tesla suppliers for providing us with critical parts! ,elonmusk,0.0747272,0.052757002,0.049726706,0.0831053
McGregor ,elonmusk,0.0688793,0.049403757,0.0339705,0.10127888
"Peak acceleration is over 1.2 g’s, which is 20% faster than falling ",elonmusk,0.06973148,0.1096357,0.046664715,0.1666236
Propublica should be bottom left ,elonmusk,0.438748,0.39838353,0.40560123,0.43249878
It’s true! ,elonmusk,0.04071835,0.020674875,0.018924735,0.045047443
Improving permit approval speed &amp; lowering permit costs for solar would make a big difference ,elonmusk,0.026240548,0.015286633,0.0074883653,0.041326106
It’s one possibility ,elonmusk,0.065079115,0.040403087,0.034746323,0.066684194
And that’s just the primary fuel lines! The maze of secondary plumbing &amp; wiring is our greatest concern. ,elonmusk,0.05304091,0.03139105,0.026790895,0.06227211
Guess you been watching Cobra Kai ,elonmusk,0.06401902,0.023194239,0.031434808,0.064211115
"One day, we will get a camera up there that also shows the star field in the background ",elonmusk,0.057506833,0.04394442,0.02118822,0.20373419
But lower power density than a human ,elonmusk,0.31089434,0.24219717,0.2570525,0.25427377
True ,elonmusk,0.03378105,0.019852616,0.013282203,0.047289245
It’s awesome ,elonmusk,0.050653342,0.04090599,0.019826898,0.09003341
Blow the whistle on Tesla! ,elonmusk,0.11246201,0.052607287,0.06850579,0.32489452
True ,elonmusk,0.03378105,0.019852616,0.013282216,0.047289245
Exactly ,elonmusk,0.028913094,0.018798577,0.010279584,0.050909143
3/4 of the way around the Earth ,elonmusk,0.115038484,0.08903453,0.0754429,0.12650247
🤣🤣 ,elonmusk,0.04637822,0.030365871,0.019473482,0.060888506
🤣🤣 True. Ask your airline for Starlink! ,elonmusk,0.065998495,0.015782176,0.05633481,0.023868885
Nice ,elonmusk,0.054715,0.02946185,0.026638562,0.100769214
Exactly ,elonmusk,0.028913094,0.018798567,0.010279584,0.050909117
"We are too cell-constrained right now, but probably ok next year ",elonmusk,0.06693828,0.029262083,0.042234663,0.050762326
"Had no money to invest in Zip2, but my founder equity yielded ~$15M after tax. Of that, I rolled ~$10M into PayPal, which yielded ~$180M, then … Basic principle is that I would not ask investors to risk money on my company if I would not also do so. ",elonmusk,0.037816834,0.012629183,0.022256462,0.015826674
Plaid Model S ships next month ,elonmusk,0.13060868,0.13470519,0.08264802,0.2508522
Version 3 of the SpaceX droneship. Team did great work! Will be epic to see the deep sea oil rigs converted to ocean spaceports for Starship. ,elonmusk,0.06718251,0.0473912,0.04751034,0.13136637
I think I mentioned “octane” too much haha … but it was actually a big deal ,elonmusk,0.05693953,0.044375896,0.025037697,0.060690604
Sounds like it is ,elonmusk,0.045305673,0.030865287,0.015471864,0.05777211
It pretty much looks like this ,elonmusk,0.07710251,0.070051454,0.055195726,0.07920593
"Yes. Long-term, all settings will be in your Tesla app and car will auto adjust. ",elonmusk,0.031813387,0.019127836,0.017584387,0.050835706
"Actually, I like &amp; use Apple products. They are just obviously overcharging with App Store. I mean 30% fees for doing almost zero incremental work is completely unreasonable. Epic wouldn’t bother processing their own payments if App Store fees were fair. ",elonmusk,0.09078923,0.056232333,0.07933237,0.047572438
Lori did a lot of good ,elonmusk,0.08437752,0.10367768,0.04847479,0.119406395
This is epic. Very impressive history. ,elonmusk,0.05351311,0.02682422,0.020446895,0.053485498
🤣 ,elonmusk,0.044227507,0.025492689,0.016540434,0.059073903
Yes ,elonmusk,0.032314796,0.020646155,0.0116991615,0.046971988
Million tons to Mars requires R R R ,elonmusk,0.032512445,0.03655757,0.015851455,0.034920797
"Tragically, it is not clear that the defense contractors can get to the moon for any amount of money. More than $200B has been spent on development of new US crewed space transport systems over past ~40 years, but only Dragon is flying. Development cost to NASA was &lt;$2B. ",elonmusk,0.01038239,0.0053834515,0.0074554672,0.0071622785
There are many small joys as you explore the car &amp; more to come via software updates ,elonmusk,0.103076406,0.076573014,0.067699656,0.14508398
Space ,elonmusk,0.056886405,0.028474173,0.027054254,0.054743707
Great idea ,elonmusk,0.07359614,0.0666076,0.034942858,0.15947114
Support for humanity’s future in space is super appreciated. Let’s make the sci-fi future we want real! ,elonmusk,0.07158959,0.08859721,0.04915672,0.14863811
An orbital propellant depot optimized for cryogenic storage probably makes sense long-term ,elonmusk,0.14942697,0.23748909,0.1413126,0.09852825
"For the Bitcurious? Very well then, let’s do it 😉 ",elonmusk,0.109946765,0.05608279,0.08106536,0.14504789
"Yeah, we talked about that internally. Could just have it land on a big net or bouncy castle. Lacks dignity, but would work. But, optimized landing propellant is only ~5% of dry mass, so it’s not a gamechanger. ",elonmusk,0.075046994,0.12294353,0.046284452,0.08313864
(\_/) ( •_•) / &gt;🚀 ,elonmusk,0.05366625,0.019961081,0.024897497,0.056955453
March 3rd ,elonmusk,0.0635218,0.11315733,0.037023056,0.1067211
0 to 60mph in under 2 secs. Quickest production car ever made of any kind. Has to be felt to be believed. ,elonmusk,0.09953812,0.0317449,0.089609526,0.104141384
Indeed ,elonmusk,0.03106877,0.027984437,0.011370386,0.047215845
Finally some tongue ,elonmusk,0.1523534,0.082216136,0.11539222,0.15971631
! ,elonmusk,0.051617477,0.02043318,0.02114999,0.06330568
🤣🤣 ,elonmusk,0.04637822,0.030365871,0.019473491,0.060888506
Starship SN10 landed in one piece! ,elonmusk,0.057512097,0.019050883,0.030681178,0.060156092
Coming soon. Sorry for the delay! ,elonmusk,0.047913134,0.028087467,0.02537739,0.043858625
💯 ,elonmusk,0.03759522,0.020664655,0.014763702,0.051397346
Remaining tiles are on their way! ,elonmusk,0.097507365,0.057603665,0.06888305,0.09317865
Thanks for all the happy birthday wishes! ,elonmusk,0.053501006,0.039656453,0.028735023,0.09040994
Exactly ,elonmusk,0.028913094,0.018798567,0.010279588,0.050909117
"Will have both front &amp; rear wheel steer, so not just like a tank – it can drive diagonally like a crab ",elonmusk,0.20468763,0.14804356,0.14021704,0.23602164
Your support makes a big difference! Please let the FAA know your opinion. ,elonmusk,0.032978874,0.013313364,0.024440331,0.020528039
Me neither ,elonmusk,0.074976474,0.051065125,0.03752033,0.081194736
Yeah ,elonmusk,0.038427763,0.024891462,0.014793778,0.055661354
Cybrrrtruck ,elonmusk,0.11039652,0.10747712,0.10648276,0.15214217
"Almost ready with FSD Beta V9.0. Step change improvement is massive, especially for weird corner cases &amp; bad weather. Pure vision, no radar. ",elonmusk,0.07828612,0.049540874,0.03531898,0.0991306
Spaceport design is cool ,elonmusk,0.07555245,0.059165012,0.046641905,0.12726338
Raptor production is approaching one every 48 hours ,elonmusk,0.09522104,0.060034968,0.051671017,0.081389956
Exactly! ,elonmusk,0.031686947,0.020755481,0.013994521,0.05252082
A longtime Tesla supporter gave me the Doge dollar sticker at Giga Berlin ,elonmusk,0.1842086,0.19168398,0.13501151,0.23793359
Nice ,elonmusk,0.05471497,0.02946185,0.026638562,0.100769214
"The sad thing is that even if Santa Claus suddenly made their hardware real for free, the first thing you’d want to do is cancel it ",elonmusk,0.06744788,0.06870801,0.035640046,0.11831555
Yeah ,elonmusk,0.038427796,0.024891462,0.014793778,0.055661354
That sounds correct. Tom certainly deserves a lot of credit for his excellent work on those engines! Dean Ono too for Kestrel &amp; Draco. ,elonmusk,0.12848495,0.08997037,0.11291287,0.2316131
Haha Buzz Corp – made of 💯 buzzwords ,elonmusk,0.05419567,0.016645446,0.02028923,0.045209598
I’d like to express appreciation to Tesla Autopilot engineering &amp; QA for working round the clock all weekend to resolve the problem ,elonmusk,0.093519986,0.07003655,0.0426493,0.245777
Now $1.25 ,elonmusk,0.045204356,0.022555238,0.0195028,0.076750785
Antifa FACIST. Don’t let these mean anti-Americans use a fake title. They are FACIST. ,toxic-user,0.49036267,0.58523935,0.5147363,0.18882093
Jeff I have a lot of respect for you. Please vote no to Brett - not because you don’t like him but because it’s the right thing to do. He has lied - he is hiding documents - he thinks trump is above the law. THIS IS WRONG !!! ,toxic-user,0.29108247,0.05570713,0.4417816,0.028515656
"You might as well go to your Walmart cashier to get info on nuclear fusion as go to nbc for gun info. With the crap the media feeds these empty brains it's no wonder we have gun control cultists and universal background checks"" #GunSense #GunControlNow #GunControl"" ",toxic-user,0.69542736,0.13666408,0.7589147,0.2817112
Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together ,toxic-user,0.5095142,0.2596982,0.30536094,0.21595797
Now just vote him out. He is a known racist. ,toxic-user,0.7194148,0.6350989,0.7635267,0.082262054
I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit. The whack job commies scare the shit out of everybody. It's about time we started talking. ,toxic-user,0.67996013,0.48031783,0.5822803,0.38398677
He should be removed with the rest of the islamic invaders. ,toxic-user,0.7315866,0.8922678,0.5694819,0.8378609
Fuck a drug test ,toxic-user,0.94956344,0.2990699,0.6356477,0.26491636
CANNOT CONTAIN HIMSELF That is why HE IS UNWELCOME AT A SCHOOL without an escort (and a hall pass). He is WELL BEHIND HIS OPPONENT in his re-election campaign. can't work well or play well with others. IT'S TIME FOR A CHANGE! DISTRICT D ,toxic-user,0.19584246,0.11850161,0.24097233,0.26494882
Gun control isn't about public safety...it's about hating 'rednecks' and social engineering. ,toxic-user,0.29707175,0.30962923,0.3266214,0.22730602
What a joke. Another dirty tricks Democrat on the George Soros payroll. The Democrat Party knows no shame. #MAGA ,toxic-user,0.7093121,0.2967457,0.8212937,0.051684696
man that sucks unreal ,toxic-user,0.9156528,0.38965988,0.8456194,0.14873682
