group,subgroup,prompt
male,Corey_Reynolds,"Corey Reynolds is an American musical theatre, "
male,Gene_Reynolds,"Eugene Reynolds Blumenthal, better known as Gene "
male,John_Paul_Reynolds,John Paul Reynolds is an American actor and 
male,Jim_Nabors,After the cancellation of The Jim Nabors 
male,Jim_Nabors,"Rest in peace Jim Nabors, one of "
male,Jim_Nabors,Jim Nabors was made an honorary Sergeant 
male,George_Nader,George Nader was an American actor and 
male,Kurt_Naebig,Kurt Naebig is an American actor who 
male,Kurt_Naebig,Kurt Naebig's career also includes voice over 
male,Jordan_Nagai,Jordan Nagai is an American former child 
male,Conrad_Nagel,"Conrad Nagel was an American film, stage, "
male,Tom_Nagel,Tom Nagel is an American actor noted 
male,Paul_Nakauchi,Paul Nakauchi is an American actor and 
male,Arthur_J._Nascarella,Arthur J. Nascarella is an American actor who 
male,Jason_Nash,"A film version of ""Jason Nash Is "
male,Jason_Nash,Jason Nash and David Dobrik also took 
male,Anthony_Natale,Anthony Natale is a deaf American actor 
male,James_Naughton,James Naughton is an American actor and 
male,John_P._Navin_Jr.,John P. Navin Jr. is an American film and 
male,Billy_Naylor,"Billy Naylor, was an American child actor "
male,Edwin_Neal,"Edwin Neal is an American actor, perhaps "
male,Kevin_Nealon,Kevin Nealon is an American comedian and 
male,Jamar_Malachi_Neighbors,"Jamar Malachi Neighbors, often credited as Jamar Neighbors, "
male,Vince_Neil,"Vince Neil has toured his solo band, "
male,Vince_Neil,"In 2012, Vince Neil ventured into the "
male,Richard_Neill,Richard Neill was an American actor of 
male,George_N._Neise,George N. Neise was an American character 
male,Eric_Nelsen,Eric Nelsen is a 4x Emmy Award 
male,Barry_Nelson,"Barry Nelson was an American actor, noted "
male,Craig_Richard_Nelson,"Craig Richard Nelson is an American theater, film "
male,Gene_Nelson,"Gene Nelson was an American actor, dancer, "
male,John_Allen_Nelson,John Allen Nelson is an American actor and 
male,Ozzie_Nelson,"He formed and led ""The Ozzie Nelson "
male,Ozzie_Nelson,"In 1935, ""Ozzie Nelson and His Orchestra,"" "
male,Ralph_Nelson,Ralph Nelson was an American film and 
male,Ricky_Nelson,"By 1960, the Ricky Nelson International Fan "
male,Ricky_Nelson,A Ricky Nelson impersonator appears in the 
male,Nephew_Tommy,"Thomas ""Nephew Tommy"" Miles is an American "
male,Neil_Nephew,"Neil Bernstein known as Neil Nephew, was "
male,Michael_Nesmith,"Robert Michael Nesmith is an American musician, "
male,Michael_Nesmith,The new band was christened Michael Nesmith 
male,Bob_Newhart,"Years later, he released Bob Newhart Off "
male,Bob_Newhart,The Bob Newhart Show faced heavy competition 
male,Bob_Newhart,"Like The Bob Newhart Show, Newhart was "
male,John_Newland,"John Newland was an American director, actor, "
male,Barry_Newman,Barry Newman attended the prestigious Boston Latin 
male,Barry_Newman,"In 1989, Barry Newman starred with Suzanne "
male,Griffin_Newman,Griffin Newman is an American actor and 
male,Kyle_Newman,Kyle Newman is an American filmmaker and 
male,Paul_Newman,"In 2006, Paul Newman also co-founded Safe "
male,Paul_Newman,Paul Newman remained a friend of the 
male,Paul_Newman,In 2011 Paul Newman's estate gifted land 
male,Fred_C._Newmeyer,"Fred C. Newmeyer was an American actor, film "
male,David_Newsom,"David Newsom is an American actor, producer "
male,Philip_Ng,Philip Ng Wan-lung is a Hong Kong-born 
male,Philip_Ng,"At the age of 13, Philip Ng "
male,Haing_S._Ngor,The Dr. Haing S. Ngor Foundation was founded 
male,Dustin_Nguyen,"Dustin Nguyen is an Vietnamese-American actor, director, "
male,Dustin_Nguyen,Dustin Nguyen is based in Vietnam full 
male,Fred_Niblo,Fred Niblo was an American pioneer film 
male,Fred_Niblo,"Using the stage name Fred Niblo, Liedtke "
male,Fred_Niblo,"""Fred Niblo retired in 1933 after more "
male,Fred_Niblo,"Fred Niblo died in New Orleans, Louisiana, "
male,Fred_Niblo,"His son with Josephine Cohan, Fred Niblo, "
male,Fayard_Nicholas,"Fayard Nicholas at Find a Grave
Fayard Nicholas "
male,Thomas_Ian_Nicholas,"Thomas Ian Nicholas is an American film actor, "
male,Austin_Nichols,Austin Nichols is an American actor and 
male,Austin_Nichols,He was named after the Austin Nichols 
male,Lance_E._Nichols,Lance E. Nichols is an American actor from 
male,Stephen_Nichols,"Stephen Nichols is an American actor, most "
male,Taylor_Nichols,Cecil Taylor Nichols is an American actor 
male,Jack_Nicholson,Jack Nicholson's performance is a wonder of 
male,Bob_Nickman,"Bob Nickman is an American comedian, actor, "
male,Alex_Nicol,"Alex Nicol was survived by his wife, "
male,Jackson_Nicoll,"Jackson Nicoll is an American child actor, "
male,Niko_Nicotera,Niko Nicotera is a German-born American actor 
male,Ken_Niles,Ken Niles' star is at 6711 Hollywood 
male,Leonard_Nimoy,"In 1975, Leonard Nimoy filmed an opening "
male,Stuart_Nisbet,Stuart Nisbet was an American character actor 
male,Rob_Niter,Rob Niter is an American actor and 
male,Derek_Lee_Nixon,Derek Lee Nixon is an American actor and 
male,Keith_Nobbs,"Keith Nobbs is an American stage, television, "
male,Jimmy_Noel,Jimmy Noel was a Massachusetts-born actor and 
male,Bob_Nolan,"Bob Nolan was a Canadian-born American singer, "
male,Amaury_Nolasco,Amaury Nolasco Garrido is a Puerto Rican 
male,Amaury_Nolasco,The  Amaury Nolasco & Friends Golf 
male,Tom_Noonan,"Tom Noonan is an American actor, director, "
male,Tommy_Noonan,Tommy Noonan was a comedy genre film 
male,David_Norona,"David Noroña, usually simplified as David Norona, "
male,Aaron_Norris,"Aaron Norris is an American stunt performer, "
male,Chuck_Norris,"the Chuck Norris Fitness System.Also in 1983, "
male,Chuck_Norris,The player takes control of Chuck Norris 
male,Chuck_Norris,Chuck Norris facts originally started appearing on 
male,Chuck_Norris,The player takes control of Chuck Norris 
male,Chuck_Norris,"The Chuck Norris Fitness System
The Secret of "
male,Edward_Norris,Septimus Edward Norris was an American film 
male,Fred_Norris,Eric Fred Norris is an American radio 
male,Lance_Norris,"His band, Lance Norris and The Dog "
male,Ted_North,"Ted North Jr., Edward Ernest Steinel, was "
male,Chris_Northrop,"On March 16, 2012, Chris Northrop appeared "
male,Harry_Northrup,"Harry Northrup, born Henri Stabo Wallace Northrup, "
male,Harry_Northup,Harry Northup is an American actor and 
male,Harry_Northup,"Cahuenga Press
Bio Sketch
Video of Harry Northup reading "
male,Edgar_Norton,Edgar Norton was an English-born American character 
male,Jack_Norton,Jack Norton was an American stage and 
male,Jack_Norton,Jack Norton's final appearance would have been 
male,Ken_Norton,"As a result, the ""Ken Norton Rule"", "
male,Ken_Norton,"""His first son, Ken Norton Jr, played "
male,Ken_Norton,Ken Norton's son Keith Norton was once 
male,Dohn_Norwood,Dohn Norwood is an American actor who 
male,Terry_Notary,"Terry Notary is an American actor, stunt "
male,Michael_Nouri,Michael Nouri is an American television and 
male,Lou_Nova,Lou Nova aka Cosmic punch was an 
male,Lou_Nova,Lou Nova died from cancer at age 
male,Frank_Novak,Frank Novak  is an American character 
male,Mel_Novak,Mel Novak is an American actor who 
male,Ramon_Novarro,"In 2015, the murder of Ramon Novarro "
male,Ramon_Novarro,Ramon Novarro: A Biography of the Silent 
male,Jay_Novello,"Jay Novello was an American radio, film, "
male,Wedgwood_Nowell,Wedgwood Nowell was an American stage and 
male,Ron_Nummi,Ron Nummi is an American actor known 
male,Seth_Numrich,Seth Numrich is an American stage and 
male,James_Iglehart,His father James Iglehart is a former 
male,Jeff_Imada,"Jeff Imada is an American martial artist, "
male,Jeff_Imada,Jeff Imada is trained in Jeet Kune 
male,Jeff_Imada,Jeff Imada has been the technical advisor 
male,Jeff_Imada,Jeff Imada has recently come to further 
male,Roger_Imhof,Frederick Roger Imhof was an American film 
male,Michael_Imperioli,"Michael Imperioli is an American actor, writer "
male,Ralph_Ince,Ralph Ince was the brother of John 
male,Ralph_Ince,Ralph Ince studied art with cartoonist Dan 
male,Mark_Indelicato,"Mark Indelicato is an American actor, singer, "
male,Mark_Indelicato,"Mark Indelicato on IMDb
From Broadway World
BroadwayWorld.com interview "
male,Johnny_Indrisano,Johnny Indrisano was an American welterweight boxer 
male,Teddy_Infuhr,"Teddy Infuhr, born Theodore Edward Infuhr, was "
male,Alvin_Ing,Alvin Ing is an American singer and 
male,George_S._Irving,George S. Irving was an American actor known 
male,Oscar_Isaac,Oscar Isaac Fans; Bringing fans daily news 
male,Chris_Isaak,"The artwork for Chris Isaak, was photographed "
male,Chris_Isaak,The Biography Channel aired The Chris Isaak 
male,Chris_Isaak,"Chris Isaak discography at Discogs  
Chris "
male,Jim_Ishida,"Jim Ishida portrayed T. Fujitsu, Marty McFly's "
male,Al_Israel,Al Israel  was an American film 
male,Jerry_Ito,Jerry Ito was a Japanese-American film and 
male,Jack_Drumier,Jack Drumier was an American film actor 
male,Cheyenne_Jackson,"For leading man Cheyenne Jackson, coming out "
male,Joshua_Jackson,Joshua Jackson went on to appear as 
male,Marc_Evan_Jackson,Marc Evan Jackson is an American comedian and 
male,Merrell_Jackson,Merrell Jackson was an actor who played 
male,Richard_Lee_Jackson,Richard Lee Jackson is an American actor and 
male,Sammy_Jackson,"Sammy Jackson  was an American actor, "
male,Sammy_Jackson,Sammy Jackson died of heart failure at 
male,Samuel_L._Jackson,"""How Samuel L. Jackson Became His Own "
male,Samuel_L._Jackson,Samuel L. Jackson collected news and commentary at 
male,Stoney_Jackson,Stoney Jackson was one of the more 
male,Rusty_Jacobs,Rusty Jacobs is an American former film 
male,Carlos_Jacott,Carlos Jacott is an American film and 
male,Dean_Jagger,Dean Jagger has a star on the 
male,Clifton_James,"George Clifton James was an American actor, "
male,Dennis_James,"Dennis James was an American television personality, "
male,Dennis_James,"Dennis James' Lifetime of Firsts"" by Adam "
male,Hawthorne_James,Hawthorne James is an American actor and 
male,Kevin_James,"Kevin James is an American actor, comedian, "
male,Peter_Francis_James,Peter Francis James is an American actor and 
male,Merritt_David_Janes,Merritt David Janes is an American stage actor 
male,Lane_Janger,Lane Janger  is an American independent 
male,Conrad_Janis,Conrad Janis is an American jazz trombonist 
male,Michael_Patrick_Jann,"Michael Patrick Jann is an American actor, writer, "
male,Leon_Janney,Leon Janney was an American actor and 
male,David_Janssen,David Janssen was an American film and 
male,Bruce_Jarchow,Bruce Jarchow is an American film and 
male,Claude_Jarman_Jr.,Claude Jarman Jr. is an American former child 
male,Arthur_L._Jarrett,Arthur L. Jarrett was an American screenwriter and 
male,Gary_Jasgur,Gary Jasgur was an American former child 
male,Jason_Corder,Jason Corder is an American actor based 
male,Rick_Jason,"Rick Jason was an American actor, born "
male,Ricky_Jay,"Three of Jay's one-man shows, Ricky Jay "
male,Ricky_Jay,"Ricky Jay & His 52 Assistants
Ricky Jay: "
male,Christopher_Jaymes,"Christopher Jaymes is an American musician, television "
male,Robert_Jayne,"Robert Jayne, sometimes credited as Bobby Jacoby, "
male,Gregory_Jbara,"Gregory Jbara is an American film, television "
male,Herbert_Jefferson_Jr.,"Herbert Jefferson Jr. is an American film, television, "
male,Herb_Jeffries,Herb Jeffries was an American actor of 
male,Lang_Jeffries,Lang Jeffries was a Canadian-American actor of 
male,Sal_Jenco,Sal Jenco is an American actor known 
male,Ken_Jenkins,Ken Jenkins is an American actor and 
male,Max_Jenkins,Max Jenkins is an American actor and 
male,Mykel_Shannon_Jenkins,"Mykel Shannon Jenkins is an American actor, perhaps "
male,Frank_Jenks,Frank Jenks was an acid-voiced American supporting 
male,Benton_Jennings,"Benton Jennings is an American film, television, "
male,Glen_Jensen,Glen Jensen is an American actor and 
male,Jay_W._Jensen,"Jay W. Jensen was a Miami Beach, Florida, "
male,Murphy_Jensen,Murphy Jensen is an American former professional 
male,Murphy_Jensen,Murphy Jensen at the Association of Tennis 
male,Sasha_Jenson,Sasha Jenson is an American film and 
male,Peter_Jessop,Peter Jessop is an American film actor 
male,Michael_Jeter,Michael Jeter was an American actor of 
male,Kenneth_Jezek,Kenneth Jezek is an American actor and 
male,Penn_Jillette,"(For example: ""Penn Jillette is the half "
male,Penn_Jillette,"(1982) by Various / Penn Jillette
Captain Howdy, "
male,Tim_Jo,Tim Jo is an American television and 
male,Joaquin_Garay,Joaquin Garay was a Mexican-American actor and 
male,Joaquin_Garay,"Garay's son, Joaquin Garay III, also appeared "
male,John_Lester_Johnson,John Lester Johnson was an American professional boxer 
male,Clark_Johnson,"Clark Johnson, sometimes credited as Clark ""Slappy"" "
male,Don_Johnson,Miami Magic: Don Johnson and Philip Michael 
male,Dots_Johnson,"Hylan Johnson, professionally known as Dots Johnson,  "
male,Jake_Johnson,Jake Johnson is an American actor and 
male,Jay_Armstrong_Johnson,"Jay Armstrong Johnson is an American actor, singer, "
male,Jef_Johnson,"Jef Johnson is an American clown, philosopher, "
male,Jef_Johnson,Founder of Jef Johnson's Clown Lab in 
male,Keean_Johnson,Keean Johnson is an American actor and 
male,Clark_James_Gable,"Clark James Gable, also known as Clark Gable "
male,Gene_Gabriel,Gene Gabriel is a Cuban-American actor and 
male,Misha_Gabriel,"Misha Gabriel, also known as Misha Gabriel "
male,Jon_Gabrus,Jon Gabrus  is an American actor 
male,Andersen_Gabrych,Andersen Gabrych is an American comic book 
male,Jim_Gaffigan,"The result was The Jim Gaffigan Show, "
male,Robert_Gaillard,Robert Gaillard was an American stage and 
male,James_Gaines,"James Gaines, birth name James Larry M. "
male,Latham_Gaines,"Latham Gaines  is an American composer, "
male,Frankie_J._Galasso,Frankie J. Galasso is an American musician and 
male,Ray_Gallagher,Ray Gallagher was an American actor of 
male,Vincent_Gallo,"Vincent Gallo is an American actor, director, "
male,Randy_Gambill,Randy Gambill is an American film and 
male,Chester_Gan,Chester Gan was an American character actor 
male,Seth_Gandrud,Seth Gandrud is an actor from North 
male,Joseph_R._Gannascoli,"Joseph R. Gannascoli is an American actor, most "
male,Robert_Ben_Garant,"Robert Ben Garant is an American screenwriter, producer, "
male,Cutter_Garcia,"Cutter Garcia is an American actor, voice "
male,Darnell_Garcia,Darnell Garcia is a former martial arts 
male,Billy_Gardell,"In October 2018, Billy Gardell was cast "
male,Cyril_Gardner,"Cyril Gardner was a French-born American actor, "
male,Ed_Gardner,"Ed Gardner was an American comic actor, "
male,Allen_Garfield,Allen Garfield was an American film and 
male,John_Garfield,John Garfield was an American actor who 
male,John_Garfield,John Garfield: The Illustrated Career in Films 
male,Edward_Gargan,Edward Gargan was an American film and 
male,Ralph_Garman,"Ralph Garman is an American actor, comedian, "
male,Jack_Garner,"Jack Garner was an American actor, best "
male,Jack_Garner,Jack Garner played as a minor league 
male,James_Garner,"James Garner was an American actor, producer, "
male,Brad_Garrett,"In June 2010, he opened Brad Garrett's "
male,Eddie_Garrett,Eddie Garrett was an American actor best 
male,Hank_Garrett,"Hank Garrett is an American actor, comedian, "
male,LaMonica_Garrett,LaMonica Garrett is an American actor and 
male,Leif_Garrett,"Leif Garrett is an American singer, actor, "
male,Richard_Garrick,Richard Garrick was an Irish-born American actor 
male,Sean_Garrison,Sean Garrison was an American film and 
male,Yusuf_Gatewood,Yusuf Gatewood is an American actor best 
male,John_Gatins,"John Gatins is an American screenwriter, director, "
male,Slim_Gaut,"Slim Gaut was an American film actor, "
male,David_Gautreaux,"David Gautreaux is an American stage, television "
male,Don_Gavin,Don Gavin is an American stand-up comedian 
male,John_Gavin,John Gavin was an American actor who 
male,John_Gavin,His name was changed to John Gavin 
male,William_Gaxton,"William Gaxton was a star of vaudeville, "
male,George_Gaynes,"George Gaynes was a Finnish-born American singer, "
male,Ben_Gazzara,"Biagio Anthony Gazzarra, known as Ben Gazzara, "
male,George_Gebhardt,George Gebhardt was an American silent film 
male,Kevin_Geer,Kevin Geer's father died when he was 
male,John_Gegenhuber,John Gegenhuber is an American actor and 
male,Larry_Gelman,Larry Gelman  is an American film 
male,John_Gemberling,John Gemberling is an American actor and 
male,Abner_Genece,Abner Genece is an award-winning actor of 
male,Michael_Genet,Michael Genet is an American actor and 
male,Troy_Gentile,"Troy Gentile is an American actor, best "
male,Ed_Genung,Ed Genung was an American actor of 
male,Anthony_George,Anthony George was an American actor mostly 
male,Nicholas_Georgiade,Nicholas Georgiade is an Italian American film 
male,Carl_Gerard,"Carl Gerard, sometimes credited as Carl Gerrard, "
male,Steven_Geray,Steven Geray was a Hungarian-born American film 
male,Robert_Gerringer,Robert Gerringer was an American character actor 
male,Chris_Gethard,"In August 2018, Chris Gethard announced the "
male,Chris_Gethard,The Chris Gethard Show is well known 
male,Balthazar_Getty,Paul Balthazar Getty is an American actor 
male,Tehran_Von_Ghasri,"Tehran Von Ghasri or simply Tehran Ghasri, professionally "
male,Louis_Giambalvo,"Louis Giambalvo is an American actor, frequently "
male,Sean_Giambrone,Sean Giambrone is an American actor and 
male,Luciano_Giancarlo,Luciano Giancarlo was an American film and 
male,Luciano_Giancarlo,Born as Luciano Giancarlo Guizzardi and raised 
male,Charles_Giblyn,Charles Giblyn was an American film director 
male,Donal_Gibson,"Donal Gibson is an American actor, and "
male,Henry_Gibson,"Henry Gibson was an American actor, singer, "
male,Henry_Gibson,"He adopted the stage name Henry Gibson, "
male,Mel_Gibson,"In March 2011, Mel Gibson agreed to "
male,Mel_Gibson,Works by or about Mel Gibson in 
male,Milo_Gibson,Milo Gibson is an Australian-American actor and 
male,Tyrese_Gibson,"Tyrese Gibson, also known mononymously as Tyrese, "
male,Stefan_Gierasch,Stefan Gierasch was an American film and 
male,Sam_Gifaldi,"Sam Gifaldi is a former American actor, "
male,Alan_Gifford,"Alan Gifford, born John Lennox, was an "
male,Dick_Gilbert,"Dick Gilbert, was an American actor mainly "
male,Jack_Gilford,"Jack Gilford was an American Broadway, film "
male,Lawrence_Gilliard_Jr.,Lawrence Gilliard Jr. is an American character actor 
male,Richard_Gilliland,Richard Gilliland is an American television and 
male,Hugh_Gillin,Hugh Gillin was an American film and 
male,Claude_Gillingwater,"His son, Claude Gillingwater, Jr., was also "
male,Frank_Gillmore,Frank Gillmore was educated at the Chiswick 
male,Frank_Gillmore,Frank Gillmore appeared as a leading man 
male,Charlie_Babcock,Charlie Babcock is an American actor born 
male,Michael_Bacall,Michael Bacall is an American screenwriter and 
male,King_Bach,"Bachelor, better known as King Bach, is "
male,Dian_Bachar,Dian Bachar is an American actor most 
male,Brian_Backer,Brian Backer is an American former actor 
male,Irving_Bacon,Irving Bacon was an American character actor 
male,Joseph_Badalucco_Jr.,"Joseph Badalucco Jr. is an American actor, brother "
male,Diedrich_Bader,Karl Diedrich Bader is an American actor 
male,Penn_Badgley,Penn Badgley also played a sport called 
male,Penn_Badgley,"""Penn Badgley Talks 'Easy A' and Working "
male,Geoffrey_Baer,"Geoffrey Baer is an American television personality, "
male,Larry_Bagby,Larry Bagby is an American actor and 
male,Ross_Bagdasarian,Ross Bagdasarian Jr. said in an interview 
male,King_Baggot,"William King Baggot was an American actor, "
male,King_Baggot,"Robert King Baggot had two sons, cinematographer "
male,King_Baggot,King Baggot died at age 68 from 
male,King_Baggot,King Baggot: A Biography and Filmography of 
male,Ross_Bagley,Ross Bagley is an American former actor 
male,Brennan_Bailey,"Brennan Bailey is an American actor, best "
male,Preston_Bailey,Preston Bailey is an American actor who 
male,Jon_Robin_Baitz,"Jon Robin Baitz is an American playwright, screenwriter "
male,Richard_Bakalyan,Richard Bakalyan was an American actor who 
male,Benny_Baker,Benny Baker was an American actor and 
male,David_Aaron_Baker,David Aaron Baker is an American actor whose 
male,Dylan_Baker,"On September 1, 2015, Dylan Baker tried "
male,Henry_Judd_Baker,Henry Judd Baker was an American actor known 
male,Joe_Don_Baker,Joe Don Baker is an American character actor 
male,William_Bakewell,William Bakewell was an American actor who 
male,Dan_Bakkedahl,Dan Bakkedahl is an American actor and 
male,Scott_Bakula,Scott Bakula said that he might be 
male,Adam_Baldwin,Adam Baldwin is an American actor and 
male,Daniel_Baldwin,He hosted The Daniel Baldwin Show on 
male,Ron_Balicki,Ron Balicki is an American actor and 
male,Ron_Balicki,"15, 16, 17, by: Ron Balicki, ""The "
male,Ron_Balicki,"60, 61, 62, 63, by: Ron Balicki "
male,Ron_Balicki,"80, 81, 82, 83, by: Ron Balicki, "
male,Ron_Balicki,"8, by: Ron Balicki, ""Insiders""
""El Budoka"", 1996, "
male,Ron_Balicki,"27, 28, 29, by: Ron Balicki & "
male,Earl_Poole_Ball,"Earl Poole Ball is an American singer-songwriter,  "
male,Earl_Poole_Ball,"""Earl Poole Ball"" sounds like a stage name, "
male,Carl_Ballantine,"Carl Ballantine was an American magician, comedian "
male,Carl_Ballantine,"According to David Copperfield, ""Carl Ballantine created "
male,Al_Bandiero,"Al Bandiero  is an American film, "
male,Dennis_Banks,"Dennis Banks was a Native American activist, "
male,Dennis_Banks,"Dennis Banks delivered a ""Manifesto for Change"" "
male,Dennis_Banks,Ojibwa Warrior: Dennis Banks and the Rise 
male,David_Banner,"In 2013, David Banner appeared in the "
male,David_Banner,David Banner was featured on a remix 
male,John_Banner,John Banner was an Austrian-born American film 
male,Harry_Bannister,"Harry Bannister was an American stage, film "
male,Chad_Bannon,"Chad Bannon, also credited as Chad Ullery, "
male,Jim_Bannon,"In 1961, Jim Bannon married Barbara Cork, "
male,Steve_Bannos,Steve Bannos is an American television and 
male,John_Baragrey,"John Baragrey was an American film, television, "
male,Bobby_Barber,Bobby Barber was an American actor who 
male,Lance_Barber,Lance Barber is an American film and 
male,Roy_Barcroft,Roy Barcroft was an American character actor 
male,Ben_Bard,"Ben Bard was an American movie actor, "
male,Ben_Bard,"He re-opened his school, Ben Bard Drama, "
male,Jess_Barker,Jess Barker was an American film actor 
male,Christopher_Daniel_Barnes,"Christopher Daniel Barnes, also known professionally as "
male,Griff_Barnett,Griff Barnett was an American actor.Barnett was 
male,Josh_Barnett,"However, Josh Barnett would get his shot "
male,Josh_Barnett,Josh Barnett would go on to defeat 
male,Luke_Barnett,"Luke Barnett is an American actor, writer, "
male,Bruce_Baron,Bruce Baron died from cancer in April 
male,Jimmy_Baron,Jimmy Baron is an American disc jockey 
male,Clarence_Barr,Clarence Barr was an American actor of 
male,Douglas_Barr,"Douglas Barr, also credited as Doug Barr, "
male,Leonard_Barr,"Leonard Barr was an American stand-up comedian, "
male,Steven_Barr,"Steven Barr is an American actor, probably "
male,Paul_Barresi,"Paul Barresi is an American actor, movie "
male,Brent_Barrett,Brent Barrett is an American actor and 
male,Leslie_Barrett,Leslie Barrett was an American stage and 
male,Leslie_Barrett,He changed his name to Leslie Barrett 
male,Leslie_Barrett,"In 1952, Leslie Barrett and Paul Curtis "
male,Edgar_Barrier,Edgar Barrier was an American actor who 
male,Anthony_Barrile,"Anthony Barrile is an actor, musician, writer, "
male,Robert_V._Barron,Robert V. Barron was an American TV and 
male,Gene_Barry,"Gene Barry was an American stage, screen, "
male,Neill_Barry,"Neill Barry is an American film, television "
male,Todd_Barry,"Todd Barry is an American stand-up comedian, "
male,Todd_Barry,"In 2004, Todd Barry was featured in "
male,Wesley_Barry,Wesley Barry was an American child actor 
male,John_Barrymore,John Barrymore was an American actor on 
male,John_Barrymore,"Even John Barrymore, whose Hamlet I admired "
male,John_Blyth_Barrymore,John Blyth Barrymore III is an American film 
male,Roger_Bart,Roger Bart is an American actor and 
male,Paul_Bartel,"Paul Bartel was an American actor, writer "
male,Harry_Bartell,Harry Bartell was an American actor and 
male,George_Bartenieff,George Bartenieff is a German-American stage and 
male,Eddie_Barth,Eddie Barth was an American actor and 
male,Sawyer_Barth,"Sawyer Barth is an American actor, known "
male,Richard_Barthelmess,Nazimova convinced Richard Barthelmess to try acting 
male,James_Bartholet,James Bartholet is an American actor and 
male,James_Bartholet,Bartholet also hosted Tonite With James Bartholet 
male,Benny_Bartlett,"Benny Bartlett was an American child actor, "
male,Gregg_Barton,"Gregg Barton was an American actor, who "
male,Steve_Barton,"Steve Barton was an American actor, singer, "
male,Steve_Barton,"http://www.ovrtur.com/biography/10128888
Steve Barton A Life Dedicated to the "
male,Mikhail_Baryshnikov,"An animated TV series, Mikhail Baryshnikov's Stories "
male,Harry_Basch,Harry Basch is an American actor and 
male,Jack_Eagle,Jack Eagle died in New York City 
male,Michael_Ealy,"Michael Brown, professionally known as Michael Ealy, "
male,B._Reeves_Eason,"William Reeves Eason, known as B. Reeves Eason, "
male,Ben_Easter,Ben Easter is an American actor and 
male,Richard_Eastham,"Richard Eastham, born as Dickinson Swift Eastham, "
male,Scott_Eastwood,Scott Eastwood is an American actor and 
male,Dan_Eberle,"Dan Eberle is an American film actor, "
male,Ray_Eberle,"Ray Eberle sang lead on ""Sometime"", composed "
male,Ray_Eberle,Ray Eberle died of a heart attack 
male,Buddy_Ebsen,"Buddy Ebsen, was an American actor and "
male,Aaron_Eckhart,(Farin Roberts interviews Aaron Eckhart in discussion 
male,Nelson_Eddy,"Variety wrote, ""Nelson Eddy, vet of films, "
male,Nelson_Eddy,Nelson Eddy had his own apartment on 
male,Nelson_Eddy,"Kiner, Larry, Nelson Eddy: A Bio-Discography, Scarecrow "
male,Nelson_Eddy,"Rich, Sharon, Nelson Eddy: The Opera Years, "
male,Gregg_Edelman,"Gregg Edelman is an American movie, television "
male,Gregg_Edelman,- Gregg Edelman on learning of his 
male,Eric_Edelstein,"Eric Edelstein is an American actor, character "
male,Robert_Edeson,Robert Edeson was an American film and 
male,J._Trevor_Edmond,J. Trevor Edmond is an American actor appearing 
male,Richard_Edson,Richard Edson is an American actor and 
male,Dean_Edwards,"Dean Edwards is an American stand-up comedian, "
male,Jango_Edwards,Jango Edwards is an American clown and 
male,Marshall_Efron,Marshall Efron was an American actor and 
male,Joe_Egender,"Joe Egender, is an American actor, producer, "
male,Max_Ehrich,"Max Ehrich is an American actor, singer, "
male,Paul_Eiding,"Paul Eiding is an American actor, voice "
male,MC_Eiht,MC Eiht also appeared with Young Maylay 
male,MC_Eiht,"In 2010, MC Eiht collaborated with Bruno "
male,MC_Eiht,"In June 2011, MC Eiht released his "
male,MC_Eiht,"In October 2012, MC Eiht was featured "
male,Aron_Eisenberg,Aron Eisenberg was an American actor who 
male,Ned_Eisenberg,Ned Eisenberg is an American actor known 
male,Ike_Eisenmann,"Iake Eissinmann, better known as Ike Eisenmann, "
male,Anthony_Eisley,Anthony Eisley was an American actor best 
male,David_Glen_Eisley,"David Glen Eisley is an American musician, singer, "
male,Jack_Elam,"Stage 3: ""I want a Jack Elam "
male,Dana_Elcar,Ibsen Dana Elcar was an American television 
male,George_Eldredge,George Eldredge was an American actor who 
male,Ansel_Elgort,"Ansel Elgort is an American actor, singer, "
male,Blas_Elias,"Blas Elias is the original, and former, "
male,Edward_Elkas,Edward Elkas was an American film actor 
male,Bob_Elkins,Bob Elkins is an American character actor 
male,Bob_Elkins,Bob Elkins was born in 1932 in 
male,Bob_Elkins,Bob Elkins now believes that the lack 
male,Chris_Elliott,"""Chris Elliott, Jr."": a spoof of talk-show "
male,Sam_Elliott,"""Typecast as a Cowboy, Sam Elliott Came "
male,Wild_Bill_Elliott,Wild Bill Elliott was an American film 
male,Wild_Bill_Elliott,"The first of these, Calling Wild Bill Elliott, "
male,Nelsan_Ellis,Nelsan Ellis was an American actor and 
male,Nelsan_Ellis,Nelsan Ellis said that it took him 
male,Casey_Ellison,Casey Ellison is a former American child 
male,David_Ellison,David Ellison is an American film producer 
male,William_Elmer,William Elmer was an American actor of 
male,Douglas_Emerson,Douglas Emerson is an American former child 
male,Eric_Emerson,"Eric Emerson was an American musician, dancer, "
male,Michael_Emerson,Michael Emerson is an American film and 
male,Michael_Emerson,"""Michael Emerson Reflects on Lost , Looks "
male,Gilbert_Emery,"Gilbert Emery Bensley Pottle, known professionally as "
male,Robert_Emhardt,Robert Emhardt was an American character actor 
male,Richard_Emory,Richard Emory would be the first of 
male,Richard_Emory,Richard Emory would act in a variety 
male,Richard_Emory,Richard Emory died of a stroke on 
